year;white;white_elo;black;black_elo;result;eco;moves
2024;Oparin;2653;Caruana;2805;Empate;C49;1.e4 e5 2.Nf3 Nf6 3.Nc3 Nc6 4.Bb5 Bb4 5.0-0 0-0 6.Bxc6 dxc6 7.Nxe5 Bxc3 8.dxc3 Nxe4
2024;Caruana;2796;Aronian;2738;Empate;C11;1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.dxc5 Nc6 7.Bd2 Nxc5 8.Nf3 Be7
2024;Niemann;2733;Caruana;2796;Empate;C50;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 d6 5.c3 Bb6 6.d3 h6 7.Re1 Qf6 8.b4 Nge7
2024;Caruana;2805;Ivanchuk;2630;Vitoria;B51;1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.0-0 Bd7 5.Re1 a6 6.Bf1 Bg4 7.h3 Bxf3 8.Qxf3 g6
2024;Robson;2645;Caruana;2766;Empate;D36;1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Bg5 c6 6.Qc2 h6 7.Bh4 Be7 8.e3 0-0
2024;Caruana;2798;Keymer;2730;Vitoria;B51;1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.0-0 a6 5.Bd3 Ngf6 6.Re1 e6 7.Bf1 b6 8.d4 cxd4
2024;Keymer;2730;Caruana;2798;Empate;A30;1.Nf3 c5 2.c4 Nf6 3.b3 Nc6 4.Bb2 d5 5.cxd5 Nxd5 6.Nc3 Nxc3 7.Bxc3 f6 8.e3 e5
2024;Keymer;2730;Caruana;2798;Vitoria;A34;1.c4 c5 2.Nf3 Nf6 3.Nc3 Nc6 4.g3 d5 5.cxd5 Nxd5 6.Bg2 g6 7.h4 h6 8.d3 Be6
2024;Keymer;2730;Caruana;2798;Empate;D15;1.c4 Nf6 2.Nf3 c6 3.Nc3 d5 4.e3 a6 5.d4 Bf5 6.Nh4 Bc8 7.h3 e6 8.Nf3 Nbd7
2024;Caruana;2798;Keymer;2730;Vitoria;A29;1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.g3 Bb4 5.Bg2 0-0 6.Nd5 e4 7.Nh4 d6 8.0-0 g5
2024;Keymer;2730;Caruana;2798;Vitoria;D15;1.c4 Nf6 2.Nf3 c6 3.Nc3 d5 4.e3 a6 5.d4 Bf5 6.Nh4 Bc8 7.h3 e6 8.Nf3 c5
2024;Gukesh;2764;Caruana;2798;Derrota;E01;1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Nc6 5.Nf3 Rb8 6.cxd5 Bb4+ 7.Nc3 exd5 8.Bg5 h6
2024;Caruana;2805;Durarbayli;2622;Vitoria;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 5.0-0 d6 6.a4 g6 7.a5 Bg7 8.a6 b6
2024;Sevian;2689;Caruana;2796;Empate;E46;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 0-0 5.Bd2 d5 6.a3 Be7 7.Nf3 Nbd7 8.cxd5 exd5
2024;Esipenko;2642;Caruana;2766;Derrota;B31;1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.Nc3 g6 5.0-0 Bg7 6.Re1 0-0 7.Bxc6 bxc6 8.e5 Nd5
2024;Robson;2693;Caruana;2796;Vitoria;D35;1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.cxd5 exd5 5.Bg5 Be6 6.e3 Nbd7 7.Bd3 c6 8.Bf4 g6
2024;Ding;2736;Caruana;2798;Empate;B38;1.c4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7 5.e4 Nc6 6.Be3 Qb6 7.Nb3 Qd8 8.Nd4 Qb6
2024;Caruana;2796;Shankland;2677;Vitoria;B95;1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.Qf3 h6 8.Bd2 Qb6
2024;Caruana;2798;Carlsen;2832;Derrota;A20;1.c4 e5 2.d3 Nf6 3.Nf3 Nc6 4.a3 d5 5.cxd5 Nxd5 6.e3 Bd6 7.Be2 a5 8.b3 g5
2024;Caruana;2798;Vachier Lagrave;2731;Empate;B52;1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.0-0 Nc6 6.Re1 Nf6 7.c3 e6 8.d4 cxd4
2024;Caruana;2796;Liang;2677;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 Nf6 5.d3 d6 6.c3 Bb6 7.Nbd2 0-0 8.Bb3 Ne7
2024;Caruana;2798;Rapport;2715;Empate;B31;1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7 5.Re1 e5 6.Bxc6 dxc6 7.a4 Qc7 8.Na3 a5
2024;Caruana;2766;Deac;2635;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.Nbd2 0-0 6.c3 a5 7.0-0 d6 8.h3 h6
2024;Caruana;2793;Gukesh;2766;Empate;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 a6 5.0-0 h6 6.c3 d6 7.Re1 g5 8.Na3 Bg7
2024;Hakobyan;2625;Caruana;2805;Empate;D37;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 a6 5.c5 Be7 6.Bf4 Nh5 7.Be5 Nc6 8.e3 b6
2024;Nepomniachtchi;2767;Caruana;2793;Vitoria;B76;1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7 5.Nc3 Nc6 6.Be3 Nf6 7.Bc4 0-0 8.Bb3 d6
2024;Caruana;2793;Giri;2746;Vitoria;A14;1.c4 Nf6 2.Nf3 e6 3.g3 d5 4.Bg2 Be7 5.0-0 0-0 6.d3 c5 7.Ne5 Nbd7 8.Nxd7 Bxd7
2024;Praggnanandhaa;2749;Caruana;2793;Empate;A29;1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.g3 d5 5.cxd5 Nxd5 6.Bg2 Bc5 7.0-0 0-0 8.d3 h6
2024;Caruana;2796;Oparin;2662;Vitoria;C50;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 5.a3 Bc5 6.Nc3 a6 7.Be3 d6 8.Bxc5 dxc5
2024;Caruana;2793;Abdusattorov;2762;Vitoria;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.Re1 d6 7.a4 Be6 8.Nbd2 Bxc4
2024;Caruana;2793;Nakamura;2802;Empate;D10;1.c4 Nf6 2.d4 c6 3.Nc3 d5 4.cxd5 cxd5 5.Bf4 Nc6 6.e3 a6 7.Bd3 Bg4 8.Nge2 e6
2024;Alekseenko;2679;Caruana;2798;Vitoria;C50;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 d6 5.a3 h6 6.Nc3 a6 7.Be3 Nge7 8.Bxc5 dxc5
2024;Caruana;2798;Alekseenko;2679;Vitoria;A20;1.c4 e5 2.d3 Bb4+ 3.Nd2 c5 4.Ngf3 d6 5.g3 f5 6.Bg2 Nf6 7.0-0 Ba5 8.Nb1 0-0
2024;Alekseenko;2679;Caruana;2798;Vitoria;C50;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 d6 5.a3 h6 6.Nc3 a6 7.Be3 Nge7 8.Bxc5 dxc5
2024;Ding;2745;Caruana;2793;Empate;D38;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Qa4+ Nc6 6.e3 0-0 7.Qc2 b6 8.Bd2 Bb7
2024;Nakamura;2802;Caruana;2793;Vitoria;A05;1.Nf3 Nf6 2.g3 c5 3.e3 Nc6 4.d4 d5 5.Bg2 cxd4 6.Nxd4 Bg4 7.Nxc6 bxc6 8.Qd3 e5
2024;Caruana;2766;Svane;2629;Empate;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 5.a4 Bc5 6.a5 a6 7.0-0 0-0 8.c3 d6
2024;So;2751;Caruana;2793;Empate;E51;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 0-0 5.Bd3 d5 6.a3 dxc4 7.Bxc4 Bd6 8.Nf3 Nc6
2024;Caruana;2798;Alekseenko;2679;Derrota;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6 6.a4 a5 7.Bg5 h6 8.Bh4 g5
2024;Caruana;2793;Firouzja;2751;Derrota;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.c3 d6 6.b4 Bb6 7.a4 a5 8.b5 Ne7
2024;Caruana;2793;Nepomniachtchi;2767;Vitoria;D35;1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Bg5 Bb4 6.e3 h6 7.Bh4 Bf5 8.Bd3 Bxd3
2024;Abdusattorov;2762;Caruana;2793;Derrota;C47;1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d6 8.0-0 h6
2024;Nepomniachtchi;2767;Caruana;2793;Derrota;A21;1.c4 e5 2.Nc3 Bb4 3.Nd5 a5 4.a3 Bc5 5.e3 c6 6.d4 Ba7 7.Nc3 d6 8.dxe5 dxe5
2024;Nakamura;2802;Caruana;2793;Derrota;C60;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.Nc3 Ng6 5.h4 Nd4 6.Bc4 h5 7.Ng5 d5 8.Bxd5 Bg4
2024;Caruana;2805;Donchenko;2618;Derrota;B51;1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.0-0 a6 5.Be2 Ngf6 6.d3 g6 7.c4 Bg7 8.Nc3 e5
2024;Caruana;2793;Abdusattorov;2762;Vitoria;E15;1.d4 e6 2.Nf3 Nf6 3.c4 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7 7.Nc3 d5 8.cxd5 exd5
2024;Caruana;2793;Nepomniachtchi;2767;Vitoria;A11;1.Nf3 d5 2.g3 Bg4 3.Bg2 e6 4.c4 c6 5.Qb3 Qb6 6.d3 Nd7 7.0-0 Ngf6 8.Be3 Bc5
2024;Firouzja;2751;Caruana;2793;Vitoria;A00;1.Nh3 d5 2.g3 e5 3.d4 exd4 4.Qxd4 Nc6 5.Qd1 Nf6 6.Bg2 Bc5 7.Nf4 d4 8.0-0 0-0
2024;Caruana;2793;So;2751;Empate;E43;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.a3 Bxc3+ 6.bxc3 b6 7.Bd3 Bb7 8.f3 0-0
2024;Caruana;2793;Dominguez Perez;2748;Empate;A07;1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.0-0 e5 5.d3 Ne7 6.Nc3 Nbc6 7.e4 dxe4 8.Nxe4 0-0
2024;Praggnanandhaa;2749;Caruana;2793;Derrota;D01;1.d4 Nf6 2.Bg5 c6 3.Nc3 d5 4.e3 Bf5 5.Bxf6 exf6 6.Bd3 Bg6 7.Nf3 Bd6 8.0-0 Nd7
2024;Abdusattorov;2762;Caruana;2793;Empate;A03;1.f4 d5 2.Nf3 Bg4 3.Ne5 Bf5 4.e3 e6 5.Be2 Nd7 6.0-0 Bd6 7.Nxd7 Qxd7 8.b3 Nf6
2024;Caruana;2793;Firouzja;2751;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.0-0 0-0 6.h3 d6 7.c3 Bb6 8.a4 a5
2024;So;2751;Caruana;2793;Derrota;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6 6.0-0 h6 7.Re1 0-0 8.h3 Bb6
2024;Dominguez Perez;2748;Caruana;2793;Derrota;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.a4 d6 7.a5 a6 8.Re1 h6
2024;Caruana;2793;Praggnanandhaa;2749;Vitoria;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 Nf6 5.d3 d6 6.c3 a6 7.a4 Ba7 8.Nbd2 Nh5
2024;Caruana;2793;Firouzja;2751;Empate;C67;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.a4 Be7 7.Nc3 a6 8.Bf1 e4
2024;Caruana;2793;Vachier Lagrave;2721;Empate;B90;1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Nb3 g6 7.Be3 Bg7 8.f3 h5
2024;Praggnanandhaa;2749;Caruana;2793;Vitoria;C65;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Ne7 5.Nc3 c6 6.Bc4 d6 7.Bb3 h6 8.d4 Qc7
2024;So;2751;Caruana;2793;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 d6 5.c3 Nf6 6.d3 h6 7.Nbd2 a5 8.Re1 0-0
2024;Caruana;2793;Dominguez Perez;2748;Derrota;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 Nf6 5.d3 d6 6.c3 a6 7.a4 Ba7 8.Nbd2 0-0
2024;Caruana;2798;Deac;2680;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.c3 d6 6.a4 a6 7.0-0 Ba7 8.Re1 0-0
2024;Aronian;2729;Caruana;2793;Vitoria;C46;1.e4 e5 2.d3 Nc6 3.Nc3 Bc5 4.Nf3 d6 5.Na4 Nge7 6.Nxc5 dxc5 7.c3 0-0 8.Be2 h6
2024;Caruana;2798;Martirosyan;2667;Vitoria;C23;1.e4 e5 2.Bc4 Nf6 3.Qf3 Nc6 4.Ne2 d6 5.h3 g6 6.g4 Be6 7.d3 Bg7 8.Nbc3 Bxc4
2024;Martirosyan;2667;Caruana;2798;Vitoria;D44;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5
2024;Caruana;2798;Martirosyan;2667;Vitoria;E41;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 0-0 5.Bd3 Bxc3+ 6.bxc3 d6 7.e4 e5 8.Ne2 c5
2024;Martirosyan;2667;Caruana;2798;Derrota;D44;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 5.Bg5 dxc4 6.a4 c5 7.e4 cxd4 8.Qxd4 Qxd4
2024;Caruana;2793;Aronian;2729;Vitoria;A25;1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.g3 Bc5 5.d3 0-0 6.Bg2 Re8 7.Bg5 h6 8.Bxf6 Qxf6
2024;Aronian;2729;Caruana;2793;Derrota;E21;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 b6 5.Bd2 Bb7 6.e3 0-0 7.Rc1 d6 8.Be2 Nbd7
2024;Vachier Lagrave;2721;Caruana;2793;Empate;C78;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.c3 d6 8.d4 Bb6
2024;Caruana;2793;Vachier Lagrave;2721;Empate;D78;1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 c6 5.Bg2 d5 6.0-0 0-0 7.Nc3 Ne4 8.Qb3 dxc4
2024;Caruana;2796;Firouzja;2744;Vitoria;A13;1.c4 g6 2.Nc3 Bg7 3.g3 e6 4.Bg2 Ne7 5.d4 d5 6.Nf3 0-0 7.0-0 Nbc6 8.cxd5 exd5
2024;Firouzja;2744;Caruana;2796;Derrota;C84;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 d6 8.c3 0-0
2024;Caruana;2796;Firouzja;2744;Derrota;A10;1.c4 g6 2.Nc3 Bg7 3.g3 h5 4.Nf3 c6 5.Bg2 d5 6.cxd5 cxd5 7.d4 Nc6 8.0-0 Nh6
2024;Firouzja;2744;Caruana;2796;Empate;C84;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 d6 8.c3 0-0
2024;Firouzja;2744;Caruana;2796;Empate;E21;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 b6 5.Qb3 c5 6.a3 Ba5 7.Bg5 Nc6 8.d5 Nd4
2024;Caruana;2796;Firouzja;2744;Vitoria;A11;1.c4 g6 2.Nf3 Bg7 3.g3 c6 4.Bg2 d5 5.0-0 dxc4 6.a4 h6 7.Na3 Be6 8.Qc2 Qd5
2024;Firouzja;2744;Caruana;2796;Derrota;B46;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Nxc6 bxc6 7.Bd3 d5 8.Qg4 Nf6
2024;Caruana;2796;Firouzja;2744;Vitoria;D30;1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.e3 Bd6 5.Nc3 0-0 6.Bd3 b6 7.cxd5 exd5 8.0-0 c5
2024;Firouzja;2744;Caruana;2796;Vitoria;C77;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Bxc6 dxc6 6.d3 Bd6 7.Nbd2 Bg4 8.h3 Bh5
2024;Caruana;2796;Firouzja;2744;Derrota;D02;1.d4 Nf6 2.Nf3 c5 3.dxc5 e6 4.Nc3 Bxc5 5.g3 d5 6.Bg2 Nc6 7.0-0 0-0 8.Bg5 h6
2024;Firouzja;2744;Caruana;2796;Derrota;B41;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Qc7 7.a3 b6 8.Be3 Bb7
2024;Caruana;2796;Firouzja;2744;Derrota;E94;1.c4 g6 2.Nc3 Bg7 3.e4 d6 4.d4 Nf6 5.Nf3 0-0 6.Be2 e5 7.0-0 Na6 8.Be3 Qe7
2024;Firouzja;2744;Caruana;2796;Derrota;B81;1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3 e6 7.g4 Be7 8.g5 Nfd7
2024;Caruana;2796;Firouzja;2744;Derrota;E28;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 0-0 5.a3 Bxc3+ 6.bxc3 b6 7.Bd3 Bb7 8.f3 c5
2024;Firouzja;2744;Caruana;2796;Empate;C78;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Bc5 6.c3 b5 7.Bb3 d6 8.a4 Rb8
2024;Caruana;2796;Firouzja;2744;Empate;A36;1.c4 g6 2.Nc3 Bg7 3.g3 c5 4.Bg2 Nc6 5.e3 e6 6.b3 Nf6 7.Ba3 Qa5 8.Bb2 0-0
2024;Firouzja;2744;Caruana;2796;Derrota;C84;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 d6 8.c3 0-0
2024;Caruana;2796;Firouzja;2744;Vitoria;A23;1.c4 Nf6 2.Nc3 e5 3.g3 c6 4.Nf3 e4 5.Nd4 Qb6 6.e3 d5 7.Bg2 Bg4 8.Qb3 Na6
2024;Firouzja;2744;Caruana;2796;Derrota;B30;1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.Nc3 g6 5.e5 Nh5 6.Bxc6 dxc6 7.d3 Ng7 8.0-0 Ne6
2024;Caruana;2796;Firouzja;2744;Empate;A18;1.c4 e6 2.Nc3 Nf6 3.e4 d5 4.cxd5 exd5 5.e5 Ne4 6.Nf3 Bf5 7.Be2 c5 8.0-0 Nc6
2024;Firouzja;2744;Caruana;2796;Derrota;C78;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.c3 d6 8.a4 Bb7
2024;Caruana;2796;Firouzja;2744;Derrota;A28;1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.a3 d5 5.cxd5 Nxd5 6.Qc2 Nxc3 7.bxc3 Bd6 8.g3 0-0
2024;Firouzja;2744;Caruana;2796;Vitoria;C78;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.c3 d6 8.a4 Bb7
2024;Caruana;2793;Vachier Lagrave;2721;Empate;D78;1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 c6 5.Bg2 Qa5+ 6.Nbd2 0-0 7.0-0 d5 8.b3 Bf5
2024;Caruana;2798;Oparin;2662;Vitoria;A20;1.c4 e5 2.a3 g6 3.b4 Bg7 4.Bb2 Ne7 5.g3 0-0 6.Bg2 c6 7.Nf3 e4 8.Nd4 d5
2024;Shankland;2618;Caruana;2766;Empate;A05;1.Nf3 Nf6 2.g3 b5 3.d3 Bb7 4.e4 e6 5.Bg2 c5 6.0-0 Be7 7.e5 Nd5 8.c4 Nb6
2024;Caruana;2805;Theodorou;2612;Derrota;A28;1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.a3 d5 5.cxd5 Nxd5 6.Qc2 Nxc3 7.bxc3 Bd6 8.g3 0-0
2024;Nakamura;2802;Caruana;2796;Empate;C67;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.dxe5 Nxb5 7.a4 Nbd4 8.Nxd4 d5
2024;Carlsen;2832;Caruana;2796;Derrota;B31;1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.Nc3 g6 5.0-0 Bg7 6.Re1 0-0 7.h3 d6 8.Bxc6 bxc6
2024;So;2757;Caruana;2796;Derrota;E11;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+ 5.Bd2 a5 6.Qc2 0-0 7.Bg2 Be7 8.0-0 c6
2024;Caruana;2796;So;2757;Derrota;A21;1.c4 e5 2.d3 g6 3.g3 Bg7 4.Bg2 Ne7 5.Nc3 0-0 6.h4 h6 7.h5 g5 8.f4 gxf4
2024;Nepomniachtchi;2770;Caruana;2796;Empate;E32;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 0-0 5.e4 d5 6.e5 Ne4 7.Bd3 c5 8.Nf3 cxd4
2024;Caruana;2798;Grandelius;2653;Derrota;A11;1.c4 c6 2.Nf3 d5 3.g3 dxc4 4.a4 e6 5.Bg2 Nf6 6.Qc2 b6 7.Na3 Bxa3 8.Rxa3 Bb7
2024;Caruana;2796;Sarana;2717;Vitoria;B92;1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.Qd3 Be6
2024;Sarana;2717;Caruana;2796;Derrota;E45;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Nge2 Ba6 6.Qa4 c5 7.a3 Bxc3+ 8.Nxc3 0-0
2024;Caruana;2796;Sarana;2717;Vitoria;D31;1.c4 e6 2.Nc3 d5 3.d4 Bb4 4.cxd5 exd5 5.a3 Be7 6.Bf4 Nf6 7.e3 Bd6 8.Bxd6 Qxd6
2024;Sarana;2717;Caruana;2796;Vitoria;E45;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 5.Nge2 Ba6 6.Qa4 Be7 7.e4 Bb7 8.Qc2 d6
2024;Caruana;2796;Sarana;2717;Empate;B53;1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.d4 cxd4 5.Qxd4 Nc6 6.Qe3 g6 7.h3 Bg7 8.Bc4 0-0
