year;white;white_elo;black;black_elo;result;eco;moves
2024;So;2747;Carlsen;2831;Empate;D61;1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 h6 6.Bh4 0-0 7.Nf3 Nbd7 8.Qc2 c5
2024;Carlsen;2831;Aronian;2747;Vitoria;C83;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 Be7 7.Re1 b5 8.Bb3 d5
2024;Niemann;2734;Carlsen;2831;Vitoria;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.0-0 0-0 6.h3 h6 7.c3 d6 8.Re1 a6
2024;Carlsen;2831;Niemann;2734;Vitoria;D00;1.d4 Nf6 2.Bf4 d5 3.e3 Bf5 4.c4 e6 5.Nc3 Nbd7 6.Nf3 Bb4 7.Be2 0-0 8.0-0 h6
2024;Niemann;2734;Carlsen;2831;Derrota;B51;1.e4 c5 2.Nf3 Nc6 3.Bb5 e5 4.Nc3 d6 5.Bc4 Be7 6.d3 Nf6 7.h3 0-0 8.Nh2 Be6
2024;Carlsen;2831;Niemann;2734;Empate;A22;1.c4 Nf6 2.Nc3 e5 3.g3 Bb4 4.Nf3 e4 5.Nd4 0-0 6.Bg2 Re8 7.Nc2 Bxc3 8.dxc3 h6
2024;Mamedyarov;2738;Carlsen;2831;Vitoria;A45;1.d4 Nf6 2.Bg5 g6 3.Nd2 Bg7 4.e3 c5 5.c3 cxd4 6.exd4 0-0 7.Ngf3 Nc6 8.Bd3 h6
2024;Carlsen;2831;Niemann;2734;Empate;C47;1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.h3 d5 5.exd5 Nxd5 6.Bb5 Nxc3 7.bxc3 Bd6 8.0-0 0-0
2024;Nepomniachtchi;2755;Carlsen;2831;Empate;E42;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Nge2 d5 6.a3 Ba5 7.dxc5 dxc4 8.Bd2 Nbd7
2024;Carlsen;2831;Nepomniachtchi;2755;Vitoria;C11;1.d4 e6 2.e4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.Nce2 c5 6.c3 Nc6 7.a3 a5 8.Nf3 a4
2024;Carlsen;2831;Nepomniachtchi;2755;Vitoria;D50;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 5.cxd5 cxd4 6.Qxd4 exd5 7.Bg5 Be7 8.e3 0-0
2024;Nepomniachtchi;2755;Carlsen;2831;Vitoria;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6 6.Bg5 h6 7.Bh4 Qe7 8.b4 Bb6
2024;Carlsen;2831;Nepomniachtchi;2755;Empate;B22;1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.d4 cxd4 6.Bc4 Nb6 7.Bb3 g6 8.cxd4 Bg7
2024;Firouzja;2763;Carlsen;2831;Empate;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.Nc3 d6 7.a4 a5 8.Re1 h6
2024;Carlsen;2831;Firouzja;2763;Empate;A34;1.Nf3 Nf6 2.c4 c5 3.g3 Nc6 4.Bg2 d5 5.cxd5 Nxd5 6.Nc3 g6 7.h4 h6 8.0-0 Bg7
2024;Carlsen;2831;Firouzja;2763;Empate;A08;1.Nf3 d5 2.g3 Nf6 3.Bg2 c5 4.0-0 Nc6 5.d3 g6 6.Bf4 Nh5 7.Bd2 Bg7 8.Qc1 0-0
2024;Carlsen;2831;Aronian;2747;Vitoria;B92;1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.Bg5 Be6
2024;Aronian;2747;Carlsen;2831;Empate;B40;1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 g6 5.Bg5 f6 6.Be3 d5 7.exd5 exd5 8.d4 c4
2024;Nepomniachtchi;2755;Carlsen;2831;Empate;C50;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3 h6 6.Be3 Bb6 7.Bxb6 axb6 8.d4 exd4
2024;Carlsen;2831;Nepomniachtchi;2755;Vitoria;C42;1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3 Nxc3 6.dxc3 Be7 7.Bf4 Nd7 8.Qd2 0-0
2024;Carlsen;2831;Sevian;2696;Vitoria;C81;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6
2024;Carlsen;2831;Vachier Lagrave;2731;Vitoria;A36;1.c4 g6 2.g3 c5 3.Bg2 Bg7 4.Nc3 Nf6 5.Nh3 Nc6 6.Nf4 d6 7.b3 0-0 8.0-0 Rb8
2024;Carlsen;2831;Vachier Lagrave;2731;Vitoria;B22;1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Nc6 6.Be2 e6 7.0-0 Be7 8.c4 Qd8
2024;Vachier Lagrave;2731;Carlsen;2831;Empate;C88;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.a4 Rb8
2024;Carlsen;2831;Vachier Lagrave;2731;Vitoria;D78;1.d4 Nf6 2.c4 g6 3.g3 c6 4.Bg2 d5 5.Nf3 Bg7 6.0-0 0-0 7.Re1 dxc4 8.e4 b5
2024;Vachier Lagrave;2731;Carlsen;2831;Derrota;B27;1.e4 c5 2.Nf3 g6 3.c3 d5 4.e5 a6 5.h3 Nc6 6.d4 Bg7 7.g3 Bf5 8.Bg2 e6
2024;So;2747;Carlsen;2831;Vitoria;B41;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.g3 d5 6.Nb3 Nf6 7.exd5 exd5 8.Bg2 Nc6
2024;So;2747;Carlsen;2831;Vitoria;E32;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d6 5.Nf3 Nbd7 6.e3 b6 7.Be2 Bb7 8.0-0 Bxc3
2024;Carlsen;2831;So;2747;Derrota;A20;1.c4 e5 2.g3 Nf6 3.Bg2 c6 4.d4 Bb4+ 5.Bd2 Bxd2+ 6.Qxd2 d6 7.Nc3 0-0 8.Rd1 Nbd7
2024;Vachier Lagrave;2731;Carlsen;2831;Empate;C77;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 0-0 8.Nc3 d6
2024;Vachier Lagrave;2731;Carlsen;2831;Derrota;C77;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 0-0 8.Nc3 d6
2024;Carlsen;2831;Vachier Lagrave;2731;Vitoria;A12;1.Nf3 d5 2.e3 Nf6 3.b3 g6 4.Bb2 Bg7 5.c4 c6 6.Be2 0-0 7.0-0 Bg4 8.h3 Bxf3
2024;Keymer;2733;Carlsen;2831;Empate;E25;1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.f3 d5 5.a3 Bxc3+ 6.bxc3 c5 7.cxd5 Nxd5 8.dxc5 Qa5
2024;Carlsen;2831;Keymer;2733;Vitoria;A06;1.Nf3 d5 2.e3 Nf6 3.b3 c5 4.Bb2 g6 5.Bb5+ Bd7 6.Bxf6 exf6 7.Bxd7+ Qxd7 8.c3 Nc6
2024;Carlsen;2831;Shankland;2672;Empate;D75;1.c4 g6 2.g3 Bg7 3.Bg2 Nf6 4.Nc3 0-0 5.Nf3 c5 6.d4 d5 7.cxd5 Nxd5 8.0-0 Nc6
2024;Erigaisi;2799;Carlsen;2831;Vitoria;D35;1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 5.Bg5 c6 6.e3 Bf5 7.Nge2 Bd6 8.Ng3 Bg6
2024;Abdusattorov;2777;Carlsen;2831;Empate;D02;1.d4 d5 2.Nf3 Nf6 3.Bf4 c5 4.e3 Nc6 5.Nbd2 cxd4 6.exd4 Bf5 7.Bb5 Qb6 8.c4 dxc4
2024;Carlsen;2831;Erigaisi;2799;Derrota;B44;1.e4 c5 2.Nf3 e6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 Nf6 6.Nc3 Bc5 7.Nc2 Qb6 8.Qd2 Ng4
2024;Carlsen;2831;Abdusattorov;2777;Vitoria;A36;1.c4 c5 2.g3 g6 3.Bg2 Bg7 4.Nc3 Nc6 5.d3 d6 6.Qd2 Nf6 7.b3 0-0 8.Bb2 Rb8
2024;Abdusattorov;2777;Carlsen;2831;Empate;A13;1.c4 e6 2.Nc3 Bb4 3.e4 c5 4.Qg4 g6 5.a3 Bxc3 6.bxc3 Nc6 7.d3 d6 8.Qg3 Qe7
2024;Erigaisi;2799;Carlsen;2831;Vitoria;B48;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.a3 Nxd4 8.Qxd4 b5
2024;Carlsen;2831;So;2747;Empate;C67;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 0-0
2024;So;2747;Carlsen;2831;Empate;D31;1.d4 d5 2.c4 e6 3.Nc3 a6 4.cxd5 exd5 5.Bf4 Nf6 6.e3 Bd6 7.Qf3 Bxf4 8.Qxf4 Nbd7
2024;Carlsen;2831;Vidit;2739;Vitoria;A01;1.c4 e5 2.b3 Nf6 3.Bb2 Nc6 4.e3 d5 5.cxd5 Nxd5 6.a3 Be6 7.Qc2 Qd7 8.Nf3 f6
2024;Praggnanandhaa;2737;Carlsen;2831;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.c3 h6 6.0-0 d6 7.Nbd2 a6 8.Bb3 0-0
2024;Vidit;2739;Carlsen;2831;Empate;E06;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 0-0 6.0-0 a5 7.Qc2 a4 8.a3 Nc6
2024;Carlsen;2831;Keymer;2733;Empate;A04;1.Nf3 Nf6 2.g3 c5 3.Bg2 Nc6 4.0-0 e5 5.e4 Be7 6.d3 d6 7.Nc3 Bg4 8.h3 Be6
2024;Carlsen;2831;Praggnanandhaa;2737;Vitoria;B10;1.e4 c6 2.Nf3 d5 3.d3 Bg4 4.h3 Bh5 5.Qe2 e6 6.g4 Bg6 7.h4 dxe4 8.dxe4 h5
2024;Carlsen;2831;So;2747;Vitoria;C42;1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7 5.Qxe4 d6 6.d4 dxe5 7.dxe5 Nc6 8.Nc3 Qxe5
2024;Keymer;2733;Carlsen;2831;Vitoria;B38;1.c4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7 5.e4 Nc6 6.Be3 Qb6 7.Nb5 Qa5+ 8.N5c3 Nf6
2024;Carlsen;2831;Keymer;2733;Vitoria;D52;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 5.Bg5 Nbd7 6.e3 Qa5 7.cxd5 Nxd5 8.Rc1 Nxc3
2024;Carlsen;2831;Vidit;2739;Vitoria;C67;1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 0-0
2024;Carlsen;2831;Praggnanandhaa;2737;Empate;A13;1.c4 Nf6 2.Nf3 e6 3.g3 d5 4.Bg2 d4 5.d3 Bb4+ 6.Bd2 a5 7.0-0 Nc6 8.Bxb4 axb4
2024;Carlsen;2831;Dubov;2693;Vitoria;C84;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Nc3 Be7 6.0-0 b5 7.Bb3 0-0 8.d3 d6
2024;Dubov;2693;Carlsen;2831;Empate;D14;1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5 7.Qb3 Na5 8.Qa4+ Bd7
2024;Carlsen;2831;Dubov;2693;Vitoria;B52;1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.c4 Nc6 6.d4 cxd4 7.Nxd4 g6 8.Nc3 Bg7
2024;Nihal;2676;Carlsen;2831;Empate;A04;1.Nf3 c5 2.e3 Nc6 3.Bb5 Nf6 4.0-0 a6 5.Bxc6 dxc6 6.a4 Bg4 7.h3 Bh5 8.d3 Nd7
2024;Carlsen;2831;Nihal;2676;Vitoria;E16;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4+ 5.Nbd2 0-0 6.Bg2 b6 7.0-0 Bb7 8.b3 Nbd7
2024;Nihal;2676;Carlsen;2831;Empate;D24;1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.Nc3 dxc4 5.e4 Bb4 6.Bxc4 Nxe4 7.0-0 Nf6 8.Qa4+ Nc6
2024;Carlsen;2831;Hovhannisyan;2626;Vitoria;A07;1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.0-0 e5 5.d3 Nc6 6.e4 dxe4 7.dxe4 Qxd1 8.Rxd1 Bg4
2024;Firouzja;2767;Carlsen;2831;Vitoria;A31;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Qc7 7.a3 b6 8.Be3 Bb7
2024;Nakamura;2802;Carlsen;2831;Empate;A01;1.b3 e5 2.Bb2 Nc6 3.e3 g6 4.d4 exd4 5.Nf3 Bb4+ 6.Nbd2 Nf6 7.Nxd4 Ne4 8.N4f3 0-0
2024;Carlsen;2831;Anand;2751;Vitoria;B44;1.c4 c5 2.Nf3 Nf6 3.Nc3 Nc6 4.d4 cxd4 5.Nxd4 e6 6.e4 Bb4 7.Nxc6 bxc6 8.Bd3 e5
2024;Carlsen;2831;Nakamura;2802;Empate;B38;1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7 5.c4 Nc6 6.Be3 Qb6 7.Nb5 Qa5+ 8.N5c3 Qb4
2024;Carlsen;2831;Vachier Lagrave;2735;Derrota;E60;1.d4 Nf6 2.c4 g6 3.h4 Bg7 4.Nc3 d6 5.e4 Nc6 6.Nge2 0-0 7.f3 e5 8.d5 Nd4
2024;Carlsen;2831;Firouzja;2767;Derrota;E01;1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 c6 5.g3 dxc4 6.Bg2 Nbd7 7.a4 Be7 8.0-0 0-0
2024;Carlsen;2831;Giri;2728;Empate;E11;1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.g3 Bb4+ 5.Bd2 Be7 6.Bg2 0-0 7.0-0 c6 8.Qc2 Nbd7
2024;Anand;2751;Carlsen;2831;Empate;B30;1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.0-0 Nge7 5.Re1 a6 6.Bxc6 Nxc6 7.d4 cxd4 8.Nxd4 d6
2024;Vachier Lagrave;2735;Carlsen;2831;Empate;C41;1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.Bc4 Be7 6.0-0 0-0 7.a4 c6 8.Re1 h6
2024;Carlsen;2832;Firouzja;2767;Vitoria;A15;1.Nf3 Nf6 2.g3 g6 3.b3 Bg7 4.Bb2 d6 5.Bg2 e5 6.d3 0-0 7.c4 a5 8.Nc3 h6
2024;Firouzja;2767;Carlsen;2832;Empate;B36;1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7 5.c4 Nc6 6.Be3 Qb6 7.Nb3 Qd8 8.Qd2 Nf6
2024;Carlsen;2832;Firouzja;2767;Empate;D85;1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bb5+ c6 8.Ba4 b5
2024;Firouzja;2767;Carlsen;2832;Empate;B43;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.Bd3 Bb7 7.0-0 Nc6 8.Nxc6 Bxc6
2024;Giri;2728;Carlsen;2831;Vitoria;E06;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 0-0 6.0-0 c6 7.Qc2 b6 8.Bf4 Ba6
2024;Carlsen;2832;Firouzja;2767;Vitoria;C00;1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 d5 5.Qe2 Nge7 6.Bg2 g6 7.h4 h6 8.e5 Bg7
2024;Firouzja;2767;Carlsen;2832;Empate;B30;1.e4 c5 2.Nf3 Nc6 3.Bb5 e5 4.0-0 Bd6 5.d3 Nf6 6.Nc3 0-0 7.Bg5 a6 8.Bc4 Be7
2024;Firouzja;2767;Carlsen;2832;Vitoria;B12;1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 c5 5.dxc5 Nc6 6.Bb5 Qc7 7.Nf3 e6 8.Be3 Bg4
2024;Carlsen;2832;Firouzja;2767;Derrota;B51;1.Nf3 c5 2.e4 d6 3.Bb5+ Nd7 4.0-0 a6 5.Be2 Ngf6 6.d3 e6 7.a4 b6 8.Nfd2 Bb7
2024;Nepomniachtchi;2755;Carlsen;2832;Vitoria;A28;1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.e3 d5 5.cxd5 Nxd5 6.Bb5 Nxc3 7.bxc3 Bd6 8.d4 Qf6
2024;Carlsen;2832;Nepomniachtchi;2755;Empate;A28;1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.a3 g6 5.e4 Bg7 6.d3 d6 7.g3 Bg4 8.Bg2 Nd7
2024;Nepomniachtchi;2755;Carlsen;2832;Empate;B35;1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 5.Nxd4 Bg7 6.Be3 Nf6 7.Bc4 Qa5 8.f3 Qb4
2024;Carlsen;2832;Nepomniachtchi;2755;Empate;E04;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 dxc4 5.Bg2 c5 6.Qa4+ Bd7 7.Qxc4 b5 8.Qc2 Nc6
2024;Nepomniachtchi;2755;Carlsen;2832;Empate;B41;1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Qc7 7.Be2 Bb4 8.Qd3 Nc6
2024;Carlsen;2832;Nakamura;2802;Derrota;D02;1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.d4 Nd7 5.0-0 Ngf6 6.Nbd2 c5 7.c4 0-0 8.cxd5 Nxd5
2024;Narayanan;2647;Carlsen;2831;Vitoria;C47;1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d6 8.0-0 h6
2024;Carlsen;2831;Narayanan;2647;Vitoria;B40;1.e4 c5 2.Nf3 e6 3.Bd3 Nc6 4.0-0 g5 5.Bb5 g4 6.Ne1 h5 7.c3 Nf6 8.d3 d5
2024;Aronian;2729;Carlsen;2832;Empate;C54;1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 h6 6.h3 d6 7.Nbd2 a6 8.a4 Ba7
2024;Carlsen;2832;Aronian;2729;Empate;D02;1.Nf3 d5 2.g3 Nc6 3.d4 Bf5 4.c4 e6 5.cxd5 exd5 6.a3 h6 7.Nc3 Nf6 8.Bg2 Bd6
2024;Aronian;2729;Carlsen;2832;Vitoria;A00;1.e3 Nf6 2.Nf3 g6 3.b4 e6 4.a3 Bg7 5.Bb2 0-0 6.c4 b6 7.Nc3 c5 8.d4 Nc6
2024;Carlsen;2832;Aronian;2729;Empate;A13;1.c4 Nf6 2.Nf3 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 a6 7.Qc2 c5 8.Nc3 Qc7
2024;Narayanan;2647;Carlsen;2831;Vitoria;C86;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Qe2 d6 7.c3 0-0 8.Rd1 Bd7
2024;Carlsen;2832;Niemann;2733;Vitoria;A05;1.Nf3 d5 2.g3 Nf6 3.Bg2 g6 4.b3 Bg7 5.Bb2 c5 6.c4 d4 7.b4 Nc6 8.b5 Nb8
2024;Carlsen;2832;Keymer;2730;Vitoria;A13;1.Nf3 Nf6 2.c4 e6 3.b3 d5 4.Bb2 c5 5.e3 Nc6 6.d4 cxd4 7.exd4 Bb4+ 8.Nbd2 0-0
2024;Andreikin;2729;Carlsen;2832;Vitoria;A50;1.d4 Nf6 2.c4 b6 3.Nc3 Bb7 4.d5 e6 5.a3 d6 6.e4 Nbd7 7.Bd3 g6 8.Nf3 Bg7
2024;Carlsen;2832;Nakamura;2802;Empate;A06;1.Nf3 d5 2.b3 c5 3.e3 Nc6 4.Bb2 f6 5.d4 Bg4 6.h3 Bh5 7.Be2 e6 8.0-0 Rc8
2024;Le;2741;Carlsen;2832;Vitoria;D63;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 5.Bg5 Nbd7 6.e3 h6 7.Bh4 Be7 8.Rc1 0-0
2024;Carlsen;2832;Nakamura;2802;Empate;A07;1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.0-0 e5 5.d3 Ne7 6.e4 dxe4 7.dxe4 0-0 8.Qe2 c6
2024;Caruana;2798;Carlsen;2832;Vitoria;A20;1.c4 e5 2.d3 Nf6 3.Nf3 Nc6 4.a3 d5 5.cxd5 Nxd5 6.e3 Bd6 7.Be2 a5 8.b3 g5
2024;Carlsen;2832;Maghsoodloo;2723;Empate;B12;1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nd2 e6 5.Nb3 Nd7 6.Nf3 Ne7 7.Be2 h6 8.0-0 Bh7
2024;Nepomniachtchi;2755;Carlsen;2832;Derrota;A29;1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 d5 5.cxd5 Nxd5 6.Bg2 Nf6 7.0-0 h6 8.b4 Bd6
2024;Carlsen;2832;Firouzja;2767;Vitoria;E92;1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 0-0 6.Nf3 e5 7.Be3 exd4 8.Nxd4 Re8
2024;Carlsen;2832;Firouzja;2767;Vitoria;B50;1.e4 c5 2.Nf3 d6 3.Bc4 Nf6 4.d3 e6 5.0-0 Nc6 6.Re1 Be7 7.Bb3 0-0 8.c3 a6
2024;Firouzja;2767;Carlsen;2832;Vitoria;C90;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.a4 Rb8
2024;Firouzja;2767;Carlsen;2832;Derrota;C94;1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 0-0 8.c3 d6
2024;Carlsen;2832;Firouzja;2767;Empate;E95;1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.Be2 e5 7.0-0 h6 8.Re1 Nbd7
2024;Carlsen;2832;Firouzja;2767;Empate;B03;1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.d4 d6 5.f4 Bf5 6.Nc3 e6 7.Nf3 Nc6 8.Be3 d5
2024;Firouzja;2767;Carlsen;2832;Vitoria;B13;1.d4 Nf6 2.Nc3 d5 3.Bf4 c5 4.e3 cxd4 5.exd4 a6 6.Nf3 Nc6 7.Ne5 e6 8.g3 Bd6
2024;Firouzja;2767;Carlsen;2832;Vitoria;E90;1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 0-0 6.h3 c5 7.d5 e6 8.Bd3 Nbd7
2024;Firouzja;2767;Carlsen;2832;Vitoria;C55;1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.Re1 d6 7.a4 a5 8.c3 h6
2024;Carlsen;2832;Firouzja;2767;Vitoria;B06;1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Bd3 c5 5.dxc5 Qa5+ 6.c3 Qxc5 7.0-0 Nc6 8.h3 Nf6
2024;Carlsen;2832;Firouzja;2767;Vitoria;D38;1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 5.Bg5 Nbd7 6.e3 h6 7.Bh4 g5 8.Bg3 Ne4
